total_population,male_population,female_population,median_age,white_alone,black_alone,asian_alone,hispanic_or_latino,total_housing_units,occupied_housing_units,vacant_housing_units,median_home_value,median_gross_rent,median_household_income,per_capita_income,poverty_count,in_labor_force,civilian_labor_force,employed,unemployed,bachelors_degree,masters_degree,doctorate_degree,total_commuters,public_transit_commuters,mean_travel_time_to_work,location_name,state,place,year,dataset,fetched_date
18838,9512,9326,,14231,994,1519,3794,6552,6190,362,437100,2144,123681,44661,649,11189,11189,10379,810,2619,1360,44,10115,361,9442,"Ronkonkoma CDP, New York",36,63473,2022,acs/acs5,2025-10-13T11:21:10.435380
19233,9430,9803,,3349,9616,378,8425,4702,4525,177,415600,2583,128058,35132,1474,10777,10777,10280,497,2044,726,112,9982,1475,9314,"Roosevelt CDP, New York",36,63506,2022,acs/acs5,2025-10-13T11:21:10.435389
442,183,259,,415,0,0,6,313,175,138,109800,,56343,22957,46,172,172,172,0,97,7,0,172,0,172,"Roscoe CDP, New York",36,63583,2022,acs/acs5,2025-10-13T11:21:10.435399
901,430,471,,804,26,20,44,511,448,63,256700,999,59722,39445,139,560,560,540,20,232,43,0,532,0,483,"Rosendale CDP, New York",36,63725,2022,acs/acs5,2025-10-13T11:21:10.435410
2928,1265,1663,,2001,45,629,236,1531,1417,114,674500,2132,97073,85622,234,1470,1470,1461,9,896,638,43,1365,177,1182,"Roslyn village, New York",36,63770,2022,acs/acs5,2025-10-13T11:21:10.435420
1350,640,710,,1150,4,136,65,457,434,23,1650200,,250001,133703,77,639,639,625,14,327,170,30,622,113,559,"Roslyn Estates village, New York",36,63792,2022,acs/acs5,2025-10-13T11:21:10.435429
984,538,446,,737,4,222,61,336,308,28,1291700,,204722,99964,21,466,466,443,23,191,181,21,443,54,385,"Roslyn Harbor village, New York",36,63803,2022,acs/acs5,2025-10-13T11:21:10.435439
6915,3302,3613,,3922,370,1950,569,2201,2122,79,950600,2250,195349,78697,256,3594,3594,3452,142,1482,764,128,3215,252,2748,"Roslyn Heights CDP, New York",36,63814,2022,acs/acs5,2025-10-13T11:21:10.435480
22673,10752,11921,,18970,1551,592,1030,10197,9499,698,190400,1124,79415,37951,1225,12071,12014,11666,348,3032,1494,73,11358,105,10233,"Rotterdam CDP, New York",36,63924,2022,acs/acs5,2025-10-13T11:21:10.435493
822,405,417,,782,20,10,14,392,360,32,269100,1667,88636,46684,25,411,408,397,11,198,120,6,395,0,373,"Round Lake village, New York",36,63957,2022,acs/acs5,2025-10-13T11:21:10.435503
663,323,340,,663,0,0,12,441,227,214,199000,,94353,41951,61,289,289,289,0,86,16,0,289,0,280,"Round Top CDP, New York",36,63968,2022,acs/acs5,2025-10-13T11:21:10.435516
2530,1310,1220,,2396,6,29,27,1284,1191,93,162500,683,45542,29724,467,1135,1135,1071,64,169,157,32,971,0,888,"Rouses Point village, New York",36,63979,2022,acs/acs5,2025-10-13T11:21:10.435526
996,614,382,,721,99,12,147,412,388,24,256500,,101042,52121,149,604,604,579,25,136,25,6,569,0,553,"Ruby CDP, New York",36,64056,2022,acs/acs5,2025-10-13T11:21:10.435536
483,241,242,,446,0,9,21,180,140,40,56300,782,47083,15482,126,175,175,172,3,17,2,0,172,0,152,"Rushford CDP, New York",36,64155,2022,acs/acs5,2025-10-13T11:21:10.435548
547,249,298,,529,3,0,17,249,202,47,121900,681,50833,28019,44,216,216,203,13,25,29,2,201,0,201,"Rushville village, New York",36,64199,2022,acs/acs5,2025-10-13T11:21:10.435557
1100,525,575,,561,4,471,36,367,367,0,1428200,2070,165313,78965,33,552,552,539,13,294,231,54,533,140,397,"Russell Gardens village, New York",36,64232,2022,acs/acs5,2025-10-13T11:21:10.435567
16447,8188,8259,,13105,296,1223,1259,6221,5880,341,1727200,2468,227565,145604,479,7987,7983,7571,412,3718,3125,335,7466,2149,5613,"Rye city, New York",36,64309,2022,acs/acs5,2025-10-13T11:21:10.435577
9920,4839,5081,,7750,105,1001,977,3591,3405,186,916700,2394,199965,101014,542,4834,4834,4376,458,2116,1502,248,4360,668,3502,"Rye Brook village, New York",36,64325,2022,acs/acs5,2025-10-13T11:21:10.435586
1531,758,773,,1357,5,10,114,1037,802,235,227400,1390,80000,49281,144,866,633,619,14,292,219,37,842,0,804,"Sackets Harbor village, New York",36,64408,2022,acs/acs5,2025-10-13T11:21:10.435596
1207,616,591,,1068,0,84,28,352,327,25,1651900,,192875,76413,18,469,469,466,3,240,71,79,466,54,357,"Saddle Rock village, New York",36,64430,2022,acs/acs5,2025-10-13T11:21:10.435607
642,315,327,,562,0,80,0,156,156,0,1246300,,132692,54336,80,174,174,174,0,77,37,23,174,38,147,"Saddle Rock Estates CDP, New York",36,64441,2022,acs/acs5,2025-10-13T11:21:10.435616
344,162,182,,291,49,4,69,744,161,583,2000001,,86375,147499,46,127,127,127,0,90,27,2,127,0,84,"Sagaponack village, New York",36,64452,2022,acs/acs5,2025-10-13T11:21:10.435626
2587,1258,1329,,2401,75,9,129,2110,1107,1003,1535500,3172,145402,93356,201,1291,1291,1281,10,559,483,99,1274,50,954,"Sag Harbor village, New York",36,64485,2022,acs/acs5,2025-10-13T11:21:10.435639
2093,1015,1078,,1837,119,61,107,330,319,11,128700,605,52992,20363,90,764,764,721,43,143,78,0,641,0,540,"St. Bonaventure CDP, New York",36,64551,2022,acs/acs5,2025-10-13T11:21:10.435649
13733,6615,7118,,12080,157,648,1289,4996,4826,170,597100,2034,142448,63998,230,7198,7198,6879,319,2444,1862,194,6562,251,5982,"St. James CDP, New York",36,64584,2022,acs/acs5,2025-10-13T11:21:10.435658
1276,590,686,,1004,127,82,68,0,0,0,,,,6069,0,538,538,491,47,6,0,0,456,4,368,"St. John Fisher College CDP, New York",36,64606,2022,acs/acs5,2025-10-13T11:21:10.435668
1771,901,870,,1627,0,0,103,775,637,138,82400,696,43523,23400,450,692,692,661,31,88,55,9,646,4,623,"St. Johnsville village, New York",36,64639,2022,acs/acs5,2025-10-13T11:21:10.435678
284,142,142,,284,0,0,1,199,138,61,101500,820,59063,32409,49,116,116,108,8,13,23,0,108,0,108,"St. Regis Falls CDP, New York",36,64716,2022,acs/acs5,2025-10-13T11:21:10.435687
5906,2856,3050,,4164,130,24,334,2909,2420,489,76600,706,38472,23153,1492,2536,2531,2333,198,398,148,9,2284,8,2202,"Salamanca city, New York",36,64749,2022,acs/acs5,2025-10-13T11:21:10.435698
854,378,476,,779,12,0,7,465,377,88,138200,943,75250,41164,16,535,535,478,57,96,113,0,423,0,381,"Salem CDP, New York",36,64771,2022,acs/acs5,2025-10-13T11:21:10.435708
12861,6381,6480,,7621,198,2443,2508,4311,4276,35,619200,1626,147056,56476,520,6645,6600,6393,207,3021,1034,30,6295,801,5681,"Salisbury CDP, New York",36,64842,2022,acs/acs5,2025-10-13T11:21:10.435718
255,130,125,,233,0,0,0,114,91,23,130000,,67688,26663,47,119,119,116,3,24,14,0,116,0,107,"Salisbury Center CDP, New York",36,64848,2022,acs/acs5,2025-10-13T11:21:10.435728
288,154,134,,237,17,0,34,87,87,0,458300,,138958,42513,0,152,152,133,19,39,27,0,113,0,108,"Salisbury Mills CDP, New York",36,64859,2022,acs/acs5,2025-10-13T11:21:10.435737
2,0,2,,2,0,0,0,426,2,424,,,,,0,2,2,2,0,0,0,2,2,2,2,"Saltaire village, New York",36,64881,2022,acs/acs5,2025-10-13T11:21:10.435747
306,155,151,,257,0,0,8,91,91,0,219500,,103438,34333,36,222,222,201,21,45,14,0,201,0,185,"Salt Point CDP, New York",36,64892,2022,acs/acs5,2025-10-13T11:21:10.435757
1499,778,721,,1415,12,5,11,562,562,0,163700,937,75109,35161,49,870,870,850,20,121,74,0,831,36,745,"Sanborn CDP, New York",36,64958,2022,acs/acs5,2025-10-13T11:21:10.435766
1111,455,656,,928,28,0,59,551,476,75,197800,,44950,25418,412,457,457,387,70,109,67,0,387,0,385,"Sand Ridge CDP, New York",36,65024,2022,acs/acs5,2025-10-13T11:21:10.435776
2702,1446,1256,,2306,44,236,199,912,820,92,2000001,3501,250001,150707,57,1200,1200,1134,66,612,355,40,1113,266,841,"Sands Point village, New York",36,65035,2022,acs/acs5,2025-10-13T11:21:10.435786
567,312,255,,541,0,0,13,286,266,20,107800,713,60313,33742,64,288,288,272,16,65,27,6,268,0,253,"Sandy Creek village, New York",36,65068,2022,acs/acs5,2025-10-13T11:21:10.435795
5079,2732,2347,,4743,152,29,104,2815,2467,348,175700,781,58197,36652,824,2687,2687,2613,74,724,596,50,2562,15,2396,"Saranac Lake village, New York",36,65233,2022,acs/acs5,2025-10-13T11:21:10.435808
28505,13346,15159,,24928,956,925,1226,14596,12704,1892,420500,1495,97241,57836,2614,15890,15664,15248,416,6114,4334,948,15103,161,12131,"Saratoga Springs city, New York",36,65255,2022,acs/acs5,2025-10-13T11:21:10.435818
3892,1741,2151,,3363,22,24,232,1968,1832,136,299100,1028,52703,34153,448,1909,1908,1844,64,392,252,24,1761,46,1663,"Saugerties village, New York",36,65288,2022,acs/acs5,2025-10-13T11:21:10.435828
2224,1068,1156,,1866,62,8,103,984,933,51,246300,1405,75568,40813,203,1200,1200,1114,86,332,140,12,1114,0,915,"Saugerties South CDP, New York",36,65310,2022,acs/acs5,2025-10-13T11:21:10.435838
401,187,214,,332,2,0,24,189,176,13,78800,683,46029,26527,82,158,158,135,23,10,14,0,135,0,135,"Savannah CDP, New York",36,65332,2022,acs/acs5,2025-10-13T11:21:10.435848
673,311,362,,641,0,7,4,345,298,47,91500,781,44524,27280,112,333,333,298,35,70,11,0,293,9,266,"Savona village, New York",36,65354,2022,acs/acs5,2025-10-13T11:21:10.435858
16145,7983,8162,,14804,108,231,898,6087,5832,255,550900,2244,143333,65532,678,8294,8283,8124,159,3377,2192,127,8079,255,7190,"Sayville CDP, New York",36,65409,2022,acs/acs5,2025-10-13T11:21:10.435868
18061,8937,9124,,12788,364,3159,1175,5979,5523,456,1635400,3501,250001,173050,526,8135,8135,7765,370,3049,3687,797,7673,2512,5463,"Scarsdale village, New York",36,65431,2022,acs/acs5,2025-10-13T11:21:10.435881
631,336,295,,600,16,3,0,268,261,7,173600,1146,67969,30630,127,306,306,287,19,41,33,1,282,0,257,"Schaghticoke village, New York",36,65475,2022,acs/acs5,2025-10-13T11:21:10.435895
68476,34418,34058,,35592,13821,4549,8598,31979,28108,3871,140000,1038,54650,30778,13852,34365,34326,31115,3211,6256,2844,531,30465,2582,28246,"Schenectady city, New York",36,65508,2022,acs/acs5,2025-10-13T11:21:10.435905
487,207,280,,472,0,0,26,257,201,56,118500,1074,59464,35594,36,224,224,224,0,55,11,10,224,0,224,"Schenevus CDP, New York",36,65519,2022,acs/acs5,2025-10-13T11:21:10.435915
956,517,439,,725,26,52,37,425,393,32,173700,840,50898,32365,92,354,354,342,12,115,50,14,339,1,317,"Schoharie village, New York",36,65585,2022,acs/acs5,2025-10-13T11:21:10.435926
926,432,494,,881,6,0,0,845,404,441,239800,492,64423,34716,100,405,405,399,6,148,66,6,399,0,269,"Schroon Lake CDP, New York",36,65640,2022,acs/acs5,2025-10-13T11:21:10.435936
82,40,42,,51,14,0,0,109,49,60,58200,885,35809,21370,15,23,23,23,0,6,0,0,23,0,23,"Schuyler Lake CDP, New York",36,65739,2022,acs/acs5,2025-10-13T11:21:10.435946
1640,870,770,,1618,0,7,35,708,695,13,182000,982,66953,35422,151,908,908,881,27,212,87,0,852,3,745,"Schuylerville village, New York",36,65750,2022,acs/acs5,2025-10-13T11:21:10.435957
589,352,237,,538,0,0,0,346,303,43,118300,893,,27640,185,276,276,240,36,35,44,0,233,0,233,"Scio CDP, New York",36,65761,2022,acs/acs5,2025-10-13T11:21:10.435967
10353,5392,4961,,4990,2338,803,1985,4045,3957,88,278900,1528,89880,40114,1204,5997,5980,5727,253,1168,630,35,5675,111,5258,"Scotchtown CDP, New York",36,65882,2022,acs/acs5,2025-10-13T11:21:10.435981
7292,3255,4037,,6785,41,25,320,3544,3156,388,171900,1024,66736,39461,393,4115,4106,4016,90,1248,570,6,3972,56,3459,"Scotia village, New York",36,65893,2022,acs/acs5,2025-10-13T11:21:10.435992
89,30,59,,85,0,0,0,35,35,0,85800,,81250,35320,0,46,46,46,0,12,0,7,43,7,41,"Scottsburg CDP, New York",36,65926,2022,acs/acs5,2025-10-13T11:21:10.436002
620,287,333,,501,36,20,37,282,257,25,930300,,242159,126977,0,424,424,416,8,283,91,16,416,58,326,"Scotts Corners CDP, New York",36,65948,2022,acs/acs5,2025-10-13T11:21:10.436014
2482,1289,1193,,2307,78,24,131,1096,1048,48,158100,1095,70556,37334,291,1446,1446,1391,55,415,167,24,1361,18,1259,"Scottsville village, New York",36,65959,2022,acs/acs5,2025-10-13T11:21:10.436024
5062,2227,2835,,4638,40,52,314,1997,1828,169,898700,2233,181375,103104,99,2684,2684,2356,328,886,812,147,2328,283,1894,"Sea Cliff village, New York",36,66047,2022,acs/acs5,2025-10-13T11:21:10.436035
15853,7961,7892,,14070,385,591,1319,5323,5137,186,612400,2513,149413,60705,404,8799,8799,8300,499,2624,1573,113,8114,1371,7436,"Seaford CDP, New York",36,66058,2022,acs/acs5,2025-10-13T11:21:10.436046
4700,2305,2395,,1948,63,2281,168,1638,1572,66,1040100,,199524,82856,75,2480,2480,2383,97,1275,767,26,2355,92,2008,"Searingtown CDP, New York",36,66102,2022,acs/acs5,2025-10-13T11:21:10.436057
21759,10802,10957,,15515,842,1363,4564,7176,6889,287,407300,2279,115406,40923,1113,11392,11337,10768,569,2465,1484,86,10643,320,9964,"Selden CDP, New York",36,66212,2022,acs/acs5,2025-10-13T11:21:10.436070
6895,3288,3607,,6274,188,107,99,3616,3270,346,114500,861,50714,33377,948,3655,3655,3460,195,647,372,7,3424,6,3342,"Seneca Falls CDP, New York",36,66322,2022,acs/acs5,2025-10-13T11:21:10.436080
2085,918,1167,,1921,0,0,0,1043,977,66,116400,,54011,31256,188,1026,1026,923,103,229,76,0,910,0,864,"Seneca Knolls CDP, New York",36,66366,2022,acs/acs5,2025-10-13T11:21:10.436090
3739,2070,1669,,3197,42,226,206,1522,1344,178,663400,3501,218077,89369,130,2066,2066,1988,78,613,575,262,1960,19,1552,"Setauket CDP, New York",36,66465,2022,acs/acs5,2025-10-13T11:21:10.436233
632,291,341,,586,4,17,34,267,213,54,114300,1156,50781,26198,154,219,219,215,4,63,10,2,210,0,190,"Sharon Springs village, New York",36,66663,2022,acs/acs5,2025-10-13T11:21:10.436245
2564,1173,1391,,1593,0,210,505,1575,926,649,940300,,98902,48529,8,1242,1242,1171,71,469,392,32,1171,84,808,"Shelter Island CDP, New York",36,66828,2022,acs/acs5,2025-10-13T11:21:10.436256
1056,511,545,,927,32,14,7,1910,649,1261,967200,,81463,63962,216,411,411,406,5,291,223,0,406,41,287,"Shelter Island Heights CDP, New York",36,66850,2022,acs/acs5,2025-10-13T11:21:10.436266
1883,908,975,,1578,0,27,433,718,678,40,425000,2704,129700,57475,11,1044,1044,980,64,319,198,44,980,107,815,"Shenorock CDP, New York",36,66872,2022,acs/acs5,2025-10-13T11:21:10.436276
1186,520,666,,1071,15,25,4,632,566,66,123400,803,45093,30726,164,499,499,468,31,110,56,11,460,0,429,"Sherburne village, New York",36,66883,2022,acs/acs5,2025-10-13T11:21:10.436288
567,287,280,,526,0,0,0,270,243,27,82500,525,39464,28035,127,232,232,225,7,22,25,7,225,0,210,"Sherman village, New York",36,66949,2022,acs/acs5,2025-10-13T11:21:10.436298
3057,1491,1566,,2831,26,76,82,1341,1291,50,194000,930,86821,42493,192,1448,1438,1392,46,457,292,59,1390,3,1232,"Sherrill city, New York",36,66993,2022,acs/acs5,2025-10-13T11:21:10.436308
2135,1197,938,,1983,24,48,593,1596,758,838,1572000,3000,156833,74785,9,948,948,884,64,410,281,20,858,86,777,"Shinnecock Hills CDP, New York",36,67048,2022,acs/acs5,2025-10-13T11:21:10.436318
26498,13600,12898,,19470,2038,1425,6211,8712,8090,622,355600,2010,109821,48537,2133,13531,13507,12645,862,2290,1050,129,12464,357,11942,"Shirley CDP, New York",36,67070,2022,acs/acs5,2025-10-13T11:21:10.436328
1294,645,649,,1166,0,65,25,486,486,0,227400,,,45106,146,728,728,555,173,169,132,0,546,0,457,"Shokan CDP, New York",36,67081,2022,acs/acs5,2025-10-13T11:21:10.436338
591,302,289,,496,0,10,85,234,197,37,657700,3501,156875,73941,10,270,269,261,8,73,106,58,259,0,217,"Shoreham village, New York",36,67191,2022,acs/acs5,2025-10-13T11:21:10.436348
396,201,195,,396,0,0,0,299,182,117,396300,,160238,70050,0,261,261,240,21,117,91,8,240,0,204,"Shorehaven CDP, New York",36,67207,2022,acs/acs5,2025-10-13T11:21:10.436357
1745,991,754,,1692,9,0,9,707,688,19,128900,783,77639,41598,103,999,999,986,13,155,51,8,958,0,786,"Shortsville village, New York",36,67257,2022,acs/acs5,2025-10-13T11:21:10.436369
3002,1230,1772,,2338,48,456,532,1163,1148,15,441300,1597,128832,60829,20,1902,1902,1688,214,729,326,0,1688,64,1513,"Shrub Oak CDP, New York",36,67279,2022,acs/acs5,2025-10-13T11:21:10.436379
3750,1795,1955,,3478,98,0,42,1982,1490,492,98200,672,56667,25510,850,1677,1677,1489,188,281,183,7,1391,0,1337,"Sidney village, New York",36,67334,2022,acs/acs5,2025-10-13T11:21:10.436389
2292,1049,1243,,1693,284,77,379,0,0,0,,,,5401,20,967,967,915,52,0,0,0,760,66,653,"Siena College CDP, New York",36,67367,2022,acs/acs5,2025-10-13T11:21:10.436398
2623,1300,1323,,2518,14,0,140,1309,1082,227,108600,844,67396,31198,402,1314,1314,1230,84,424,132,0,1206,0,1022,"Silver Creek village, New York",36,67411,2022,acs/acs5,2025-10-13T11:21:10.436408
615,289,326,,562,15,0,43,324,295,29,95800,650,42938,27582,70,314,314,300,14,15,5,0,298,0,296,"Silver Springs village, New York",36,67466,2022,acs/acs5,2025-10-13T11:21:10.436417
595,309,286,,555,14,0,22,324,274,50,79800,419,38750,22415,112,229,229,224,5,40,28,13,222,0,210,"Sinclairville village, New York",36,67488,2022,acs/acs5,2025-10-13T11:21:10.436427
2539,1171,1368,,2458,6,7,29,1318,1166,152,562500,846,117976,89203,127,1114,1114,1087,27,839,424,41,1068,6,887,"Skaneateles village, New York",36,67510,2022,acs/acs5,2025-10-13T11:21:10.436437
230,142,88,,220,0,0,0,141,141,0,167200,930,75074,37917,12,104,104,92,12,40,27,33,92,0,92,"Slaterville Springs CDP, New York",36,67631,2022,acs/acs5,2025-10-13T11:21:10.436447
10396,5240,5156,,4611,461,241,5230,4040,3874,166,744500,1710,98580,55513,1039,5584,5584,5124,460,1371,1005,114,5091,990,4272,"Sleepy Hollow village, New York",36,67638,2022,acs/acs5,2025-10-13T11:21:10.436459
1636,777,859,,1261,84,43,157,1066,640,426,272100,,88542,46588,301,889,889,861,28,291,325,0,861,0,717,"Sleepy Hollow Lake CDP, New York",36,67640,2022,acs/acs5,2025-10-13T11:21:10.436468
3762,1917,1845,,3179,185,110,22,1710,1667,43,107100,1012,65717,33817,558,1913,1913,1851,62,391,131,28,1659,48,1470,"Sloan village, New York",36,67686,2022,acs/acs5,2025-10-13T11:21:10.436478
3039,1561,1478,,2218,169,132,428,1226,1153,73,396900,2010,104602,53007,97,1504,1504,1425,79,461,393,8,1364,128,1206,"Sloatsburg village, New York",36,67708,2022,acs/acs5,2025-10-13T11:21:10.436487
666,318,348,,560,0,0,0,1347,369,978,157400,,63909,38680,152,184,184,184,0,133,28,0,170,0,160,"Smallwood CDP, New York",36,67730,2022,acs/acs5,2025-10-13T11:21:10.436497
25588,12713,12875,,22209,175,1268,2414,8547,8421,126,634100,1689,146506,65031,798,13495,13495,13010,485,5082,2835,312,12909,389,11143,"Smithtown CDP, New York",36,67851,2022,acs/acs5,2025-10-13T11:21:10.436507
344,144,200,,302,8,16,2,164,164,0,112500,880,55938,38290,41,179,179,172,7,21,36,0,168,0,161,"Smithville Flats CDP, New York",36,68088,2022,acs/acs5,2025-10-13T11:21:10.436516
193,112,81,,188,0,0,0,93,89,4,65000,1250,34464,29944,32,84,84,80,4,2,0,0,80,0,80,"Smyrna village, New York",36,68099,2022,acs/acs5,2025-10-13T11:21:10.436526
1917,1033,884,,1383,401,0,126,1079,971,108,84100,851,51960,30153,267,1046,1046,962,84,163,51,0,935,12,918,"Sodus village, New York",36,68209,2022,acs/acs5,2025-10-13T11:21:10.436535
1096,623,473,,948,65,0,56,842,589,253,195500,,74760,50129,57,498,498,483,15,205,61,12,457,0,356,"Sodus Point village, New York",36,68242,2022,acs/acs5,2025-10-13T11:21:10.436547
6607,3325,3282,,5714,532,50,282,3165,2935,230,139800,882,55302,33285,915,3349,3339,3154,185,661,489,48,3124,129,2995,"Solvay village, New York",36,68286,2022,acs/acs5,2025-10-13T11:21:10.436557
7154,3389,3765,,6178,103,200,643,2704,2610,94,350100,2715,124070,45448,126,3947,3947,3734,213,1091,723,129,3522,108,3324,"Sound Beach CDP, New York",36,68374,2022,acs/acs5,2025-10-13T11:21:10.436566
4481,2049,2432,,3792,255,173,715,3884,1701,2183,2000001,2928,186313,160632,154,2473,2473,2258,215,1127,801,114,2224,331,1713,"Southampton village, New York",36,68462,2022,acs/acs5,2025-10-13T11:21:10.436576
3858,1866,1992,,3368,180,0,350,1393,1177,216,438200,1738,72063,26721,1643,1438,1429,1243,186,304,218,23,1252,68,1060,"South Blooming Grove village, New York",36,68610,2022,acs/acs5,2025-10-13T11:21:10.436585
550,303,247,,541,0,0,0,236,166,70,166000,821,107941,33919,31,380,380,380,0,21,0,0,380,0,332,"South Cairo CDP, New York",36,68737,2022,acs/acs5,2025-10-13T11:21:10.436595
966,445,521,,906,9,8,15,498,452,46,127400,1281,64125,38684,79,533,533,471,62,114,78,4,460,0,441,"South Corning village, New York",36,68847,2022,acs/acs5,2025-10-13T11:21:10.436605
606,303,303,,571,18,0,0,273,243,30,65900,835,54583,22914,166,258,258,254,4,39,29,0,248,0,237,"South Dayton village, New York",36,68891,2022,acs/acs5,2025-10-13T11:21:10.436614
156,74,82,,130,0,0,0,56,47,9,84400,,41607,22246,6,92,92,92,0,0,0,0,92,0,92,"South Edmeston CDP, New York",36,68946,2022,acs/acs5,2025-10-13T11:21:10.436624
1938,948,990,,791,330,0,960,1180,695,485,293800,883,,27484,528,775,775,775,0,128,0,0,775,0,731,"South Fallsburg CDP, New York",36,68968,2022,acs/acs5,2025-10-13T11:21:10.436639
15028,7098,7930,,12143,239,941,2039,4742,4742,0,549800,2802,166680,63286,550,8445,8394,7896,498,2519,1666,110,7807,807,7009,"South Farmingdale CDP, New York",36,69001,2022,acs/acs5,2025-10-13T11:21:10.436648
1928,958,970,,220,846,447,418,608,570,38,565000,1737,111698,41988,205,1061,1061,1039,22,234,124,10,1010,250,963,"South Floral Park village, New York",36,69023,2022,acs/acs5,2025-10-13T11:21:10.436658
3739,1886,1853,,3448,47,0,198,1765,1683,82,192900,1067,57336,43915,379,2279,2279,2115,164,337,205,0,1756,0,1601,"South Glens Falls village, New York",36,69078,2022,acs/acs5,2025-10-13T11:21:10.436669
3135,1675,1460,,2211,482,22,578,1154,1138,16,569600,2969,153088,74006,79,1705,1705,1671,34,621,456,40,1643,180,1493,"South Hempstead CDP, New York",36,69188,2022,acs/acs5,2025-10-13T11:21:10.436681
6613,3246,3367,,4834,510,635,561,1358,1279,79,336900,1635,107536,26430,440,2313,2258,2179,79,522,478,184,2125,84,1819,"South Hill CDP, New York",36,69199,2022,acs/acs5,2025-10-13T11:21:10.436690
10307,5162,5145,,8172,232,1010,1065,3527,3454,73,573900,1896,149615,59611,377,5982,5982,5530,452,2268,1288,132,5466,313,4792,"South Huntington CDP, New York",36,69254,2022,acs/acs5,2025-10-13T11:21:10.436701
197,124,73,,197,0,0,0,62,62,0,82000,,95500,44019,73,77,77,77,0,24,18,0,77,0,77,"South Ilion CDP, New York",36,69265,2022,acs/acs5,2025-10-13T11:21:10.436711
910,414,496,,831,73,0,5,335,335,0,313900,,145417,56679,12,509,509,509,0,161,113,5,509,0,441,"South Lansing CDP, New York",36,69342,2022,acs/acs5,2025-10-13T11:21:10.436721
291,202,89,,291,0,0,0,103,103,0,205100,,103750,55418,0,221,221,215,6,46,32,0,215,0,215,"South Lima CDP, New York",36,69364,2022,acs/acs5,2025-10-13T11:21:10.436730
8403,4168,4235,,7290,304,113,307,4212,3927,285,112900,665,48274,33610,957,4509,4493,4170,323,886,402,0,4130,52,3928,"South Lockport CDP, New York",36,69386,2022,acs/acs5,2025-10-13T11:21:10.436740
2745,1070,1675,,1645,516,132,437,1183,1032,151,587200,1856,113558,57269,91,1675,1675,1513,162,466,375,70,1496,141,1249,"South Nyack village, New York",36,69441,2022,acs/acs5,2025-10-13T11:21:10.436749
6386,3312,3074,,5334,27,232,903,3985,2569,1416,695100,2098,103832,72072,242,2870,2870,2625,245,1189,673,149,2579,199,2342,"Southold CDP, New York",36,69452,2022,acs/acs5,2025-10-13T11:21:10.436759
6661,3510,3151,,6062,346,0,183,3701,3188,513,87400,1081,54531,32414,1006,3639,3639,3411,228,229,393,42,3009,2,2988,"Southport CDP, New York",36,69606,2022,acs/acs5,2025-10-13T11:21:10.436768
6529,3268,3261,,2441,1415,1437,990,2019,1932,87,626500,1754,139519,46820,819,3332,3332,3151,181,1329,517,22,3074,364,2619,"South Valley Stream CDP, New York",36,69892,2022,acs/acs5,2025-10-13T11:21:10.436778
4336,2234,2102,,3295,297,446,488,1665,1627,38,369800,,131406,63988,143,2573,2573,2419,154,986,810,148,2308,174,2047,"Spackenkill CDP, New York",36,70035,2022,acs/acs5,2025-10-13T11:21:10.436789
1125,600,525,,848,0,197,56,468,408,60,625700,,178750,66565,9,768,768,750,18,394,170,24,741,13,623,"Sparkill CDP, New York",36,70068,2022,acs/acs5,2025-10-13T11:21:10.436799
1272,820,452,,816,185,0,8,594,560,34,207700,1167,53114,37623,35,613,613,522,91,145,54,6,490,0,483,"Sparrow Bush CDP, New York",36,70090,2022,acs/acs5,2025-10-13T11:21:10.436808
388,177,211,,379,3,0,6,495,116,379,184400,950,71563,38531,54,170,170,161,9,38,73,13,161,0,156,"Speculator village, New York",36,70123,2022,acs/acs5,2025-10-13T11:21:10.436818
839,383,456,,819,8,2,5,347,331,16,137000,918,57188,28962,228,392,392,375,17,95,25,6,375,0,346,"Spencer village, New York",36,70167,2022,acs/acs5,2025-10-13T11:21:10.436827
3670,1849,1821,,3299,87,31,0,1617,1574,43,166400,925,77500,40619,198,2238,2238,2163,75,584,416,0,2138,0,1851,"Spencerport village, New York",36,70189,2022,acs/acs5,2025-10-13T11:21:10.436837
300,127,173,,282,0,2,2,145,93,52,112500,717,59659,26129,38,166,166,164,2,38,10,2,164,0,162,"Springfield Center CDP, New York",36,70321,2022,acs/acs5,2025-10-13T11:21:10.436846
9162,4189,4973,,6618,0,255,2954,5130,3526,1604,836400,3200,132837,67636,1248,5203,5203,5122,81,1935,1258,86,5054,253,3762,"Springs CDP, New York",36,70387,2022,acs/acs5,2025-10-13T11:21:10.436856
32963,16368,16595,,13655,10589,857,9660,10169,9527,642,302100,1609,50749,21398,8297,14815,14786,13963,823,2183,727,118,13323,1140,12582,"Spring Valley village, New York",36,70420,2022,acs/acs5,2025-10-13T11:21:10.436867
4223,2062,2161,,4093,37,20,55,2095,1828,267,167100,655,55305,33248,628,1978,1978,1882,96,445,244,12,1799,6,1668,"Springville village, New York",36,70442,2022,acs/acs5,2025-10-13T11:21:10.436877
394,217,177,,329,0,2,7,241,198,43,201900,1065,70134,27367,80,154,154,142,12,15,12,0,138,0,138,"Springwater CDP, New York",36,70464,2022,acs/acs5,2025-10-13T11:21:10.436887
